"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서추구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2022.03.02.00","12062","723","10981","682","17996","967","25179","1703","30415","1878","31147","1949","32095","2193","36059","1974","23627","1462","25611","1311","41040","1922","35378","1638","22203","408","31186","1909","35133","1569","43883","2235","34657","2242","18776","442","34172","1805","33478","2281","41592","2655","33407","1741","46595","2257","56673","3515","40228","2624","57389","2848"
"2022.03.01.00","11339","302","10299","312","17029","459","23476","913","28537","1074","29198","1136","29902","1083","34085","1336","22165","781","24300","949","39118","1782","33740","1070","21795","872","29277","1033","33564","1594","41648","1219","32415","1043","18334","945","32367","1434","31197","714","38937","920","31666","885","44338","1452","53158","1687","37604","1093","54541","1797"
"2022.02.28.00","11037","391","9987","284","16570","606","22563","813","27463","1103","28062","924","28819","1088","32749","1110","21384","723","23351","915","37336","1208","32670","1307","20923","624","28244","1165","31970","1261","40429","1669","31372","1017","17389","519","30933","904","30483","1305","38017","1168","30781","1186","42886","1494","51471","2058","36511","1181","52744","1950"
"2022.02.27.00","10646","485","9703","370","15964","701","21750","1186","26360","1360","27138","1320","27731","1316","31639","1487","20661","963","22436","1070","36129","1420","31363","1602","20299","960","27079","1391","30709","1093","38760","2113","30355","1411","16870","655","30029","1527","29178","1346","36849","1604","29595","1339","41393","1692","49413","2744","35330","1742","50794","2454"
"2022.02.26.00","10161","453","9333","442","15263","682","20564","1222","25000","1295","25818","1221","26415","1430","30152","1420","19698","981","21366","1307","34709","1708","29761","1644","19339","901","25688","1373","29616","2101","36647","2249","28944","1423","16215","636","28502","1706","27832","1305","35245","1774","28256","1480","39701","1753","46669","2182","33588","1637","48340","2504"
"2022.02.25.00","9708","479","8891","414","14581","712","19342","1116","23705","1263","24597","1197","24985","1283","28732","1463","18717","1058","20059","927","33001","1964","28117","1276","18438","1118","24315","1341","27515","1538","34398","1825","27521","1314","15579","677","26796","1265","26527","1387","33471","1712","26776","1719","37948","2187","44487","2366","31951","1793","45836","2220"
"2022.02.24.00","9229","493","8477","454","13869","705","18226","1180","22442","1300","23400","1237","23702","1411","27269","1580","17659","979","19132","959","31037","1541","26841","1766","17320","937","22974","1294","25977","1832","32573","2615","26207","1436","14902","939","25531","1298","25140","1462","31759","1739","25057","1428","35761","1991","42121","2337","30158","1814","43616","2445"
"2022.02.23.00","8736","508","8023","470","13164","895","17046","1402","21142","1337","22163","1307","22291","1536","25689","1691","16680","1075","18173","954","29496","1823","25075","2012","16383","1185","21681","1481","24145","1710","29958","2448","24771","1369","13963","776","24233","1495","23678","1593","30020","1987","23629","1706","33771","2267","39784","3112","28344","2067","41171","3261"
"2022.02.22.00","8228","203","7553","248","12269","268","15644","731","19805","728","20856","714","20755","769","23998","890","15605","541","17219","734","27673","995","23063","1080","15198","549","20200","755","22435","1103","27510","1691","23402","826","13187","461","22738","897","22085","605","28034","739","21923","838","31505","1495","36672","1473","26277","826","37910","1648"
"2022.02.21.00","8025","309","7305","217","12001","458","14913","723","19077","724","20142","640","19986","698","23108","812","15064","564","16486","650","26678","1120","21983","489","14649","522","19445","771","21332","787","25819","1373","22576","743","12726","394","21841","663","21480","967","27295","662","21085","808","30010","1109","35199","1727","25451","1011","36262","1077"
"2022.02.20.00","7716","309","7088","234","11543","408","14190","808","18353","918","19502","889","19288","962","22296","926","14500","698","15836","787","25558","1267","21494","742","14127","418","18674","943","20545","734","24446","950","21833","858","12332","678","21178","677","20513","832","26633","1272","20277","706","28902","1105","33472","1413","24441","1301","35186","1267"
"2022.02.19.00","7407","207","6854","283","11135","400","13382","770","17435","844","18615","762","18327","833","21369","980","13799","672","15051","720","24291","1501","20751","880","13709","528","17732","884","19811","1033","23501","1601","20975","866","11654","500","20499","867","19681","961","25361","1201","19571","939","27797","1177","32059","1494","23141","1094","33914","1196"
"2022.02.18.00","7200","350","6571","258","10735","493","12612","682","16591","862","17853","802","17494","1017","20389","1095","13127","631","14331","946","22790","1515","19871","1096","13181","711","16848","971","18778","975","21900","1428","20109","1032","11154","597","19632","1098","18720","1028","24160","1351","18632","986","26620","1207","30565","1701","22047","1247","32718","1572"
"2022.02.17.00","6850","246","6313","221","10242","405","11930","804","15729","864","17051","738","16477","616","19294","941","12496","595","13385","613","21275","927","18775","698","12470","628","15877","713","17803","766","20472","743","19077","686","10557","403","18534","625","17692","864","22809","1104","17646","784","25413","1169","28864","1218","20800","1064","31146","1254"
"2022.02.16.00","6604","227","6092","179","9837","340","11126","639","14865","743","16313","771","15861","787","18353","917","11901","632","12772","566","20348","946","18077","707","11843","556","15164","759","17037","814","19729","542","18391","881","10154","277","17909","676","16828","753","21705","929","16862","764","24244","1040","27646","1356","19736","1180","29892","898"
"2022.02.15.00","6377","182","5913","136","9497","218","10487","316","14122","453","15542","445","15074","415","17436","466","11269","349","12206","415","19402","821","17370","719","11287","469","14405","384","16223","617","19187","793","17510","397","9877","330","17233","425","16075","405","20776","385","16098","440","23204","819","26290","682","18556","528","28994","844"
"2022.02.14.00","6195","96","5777","91","9279","256","10171","336","13669","477","15097","345","14659","317","16970","458","10920","338","11791","326","18581","1153","16651","412","10818","260","14021","414","15606","491","18394","683","17113","421","9547","265","16808","383","15670","420","20391","590","15658","386","22385","632","25608","726","18028","588","28150","735"
"2022.02.13.00","6099","184","5686","111","9023","248","9835","408","13192","448","14752","375","14342","522","16512","616","10581","307","11465","360","17428","456","16239","453","10558","198","13607","479","15115","534","17711","656","16692","483","9282","230","16425","357","15250","435","19801","595","15272","430","21753","747","24882","800","17440","664","27416","728"
"2022.02.12.00","5915","215","5575","120","8775","240","9427","237","12744","419","14377","471","13820","488","15896","537","10274","255","11105","401","16972","544","15786","693","10360","402","13128","490","14581","484","17055","992","16209","489","9052","297","16068","402","14815","503","19206","696","14842","510","21006","917","24082","738","16776","689","26688","969"
"2022.02.11.00","5700","162","5455","105","8535","241","9190","168","12325","438","13906","401","13332","467","15359","525","10019","341","10704","399","16428","516","15093","560","9958","348","12638","372","14097","476","16063","554","15720","401","8755","308","15666","455","14312","383","18510","951","14332","487","20089","546","23344","694","16087","643","25719","590"
"2022.02.10.00","5538","92","5350","106","8294","217","9021","332","11886","457","13504","340","12863","287","14833","482","9673","235","10307","327","15912","703","14528","558","9610","435","12265","429","13622","482","15505","891","15319","467","8447","237","15211","446","13929","413","17555","666","13845","418","19538","841","22650","697","15444","724","25156","593"
"2022.02.09.00","5446","143","5244","212","8077","246","8689","236","11429","382","13164","360","12576","536","14351","605","9438","238","9980","349","15209","958","13970","700","9175","261","11836","401","13140","477","14614","322","14852","443","8210","263","14765","393","13516","455","16889","289","13427","428","18697","824","21953","1048","14720","474","24563","639"
"2022.02.08.00","5303","57","5032","15","7831","122","8453","102","11048","301","12804","225","12040","247","13746","295","9200","219","9632","218","14251","247","13270","295","8914","232","11435","252","12665","280","14293","168","14409","229","7947","108","14372","241","13061","276","16600","170","12999","221","17873","467","20905","224","14246","363","23924","336"
"2022.02.07.00","5246","77","5017","94","7709","147","8351","53","10747","288","12579","217","11793","311","13451","289","8981","213","9415","222","14004","224","12975","272","8682","145","11183","258","12385","401","14125","316","14180","236","7839","155","14131","278","12785","340","16430","377","12778","315","17405","166","20681","695","13883","386","23588","413"
